"unique_key","created_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","status","community_board","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","latitude","longitude","location"
"67082467","2025-12-06T16:43:36.000","DSNY","Department of Sanitation","Abandoned Bike","Chained to Public Property","Street","11222","111A DUPONT STREET","DUPONT STREET","FRANKLIN STREET","MANHATTAN AVENUE","FRANKLIN STREET","MANHATTAN AVENUE","ADDRESS","In Progress","01 BROOKLYN","BROOKLYN","996459","207353","ONLINE","Unspecified","BROOKLYN","40.73580430898299","-73.95594516555998","@{latitude=40.73580430898299; longitude=-73.95594516555998; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082508","2025-12-06T16:42:35.000","DSNY","Department of Sanitation","Missed Collection","Compost","Street","11218","188 STRATFORD ROAD","STRATFORD ROAD","HINCKLEY PLACE","BEVERLEY ROAD","HINCKLEY PLACE","BEVERLEY ROAD","ADDRESS","In Progress","14 BROOKLYN","BROOKLYN","992914","173960","ONLINE","Unspecified","BROOKLYN","40.64415240922053","-73.96877985215968","@{latitude=40.64415240922053; longitude=-73.96877985215968; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073908","2025-12-06T16:41:00.000","DEP","Department of Environmental Protection","Lead","Lead Kit Request (Residential) (L10)",,"10452","1444 SHAKESPEARE AVENUE","SHAKESPEARE AVENUE","JESUP PL","W 172 ST",,,"ADDRESS","Open","04 BRONX","BRONX","1006255","246431","PHONE","Unspecified","BRONX","40.84304391976751","-73.92046936793506","@{latitude=40.84304391976751; longitude=-73.92046936793506; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084008","2025-12-06T16:40:46.000","DOT","Department of Transportation","Outdoor Dining","Restaurant Status","Street","10012","131 SULLIVAN STREET","SULLIVAN STREET","PRINCE STREET","WEST HOUSTON STREET","PRINCE STREET","WEST HOUSTON STREET","ADDRESS","In Progress","02 MANHATTAN","MANHATTAN","983639","204017","ONLINE","Unspecified","MANHATTAN","40.72665621214903","-74.0022044235906","@{latitude=40.72665621214903; longitude=-74.0022044235906; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076122","2025-12-06T16:40:00.000","DPR","Department of Parks and Recreation","Animal in a Park","Dog Off Leash","Park","11205","100 WASHINGTON PARK","WASHINGTON PARK","MYRTLE AVENUE","WILLOUGHBY AVENUE","MYRTLE AVENUE","WILLOUGHBY AVENUE","ADDRESS","Closed","02 BROOKLYN","BROOKLYN","991541","191573","ONLINE","Unspecified","BROOKLYN","40.692497400764616","-73.9737083167811","@{latitude=40.692497400764616; longitude=-73.9737083167811; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082260","2025-12-06T16:38:56.000","DOB","Department of Buildings","Elevator","Elevator - Multiple Devices On Property",,"10453","2195 MORRIS AVENUE","MORRIS AVENUE",,,,,"ADDRESS","Open","05 BRONX","BRONX","1011046","251234","UNKNOWN","Unspecified","BRONX","40.85621348781439","-73.90313451781053","@{latitude=40.85621348781439; longitude=-73.90313451781053; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073902","2025-12-06T16:38:00.000","DEP","Department of Environmental Protection","Water System","Excessive Water In Basement (WEFB)",,"11221","585 LEXINGTON AVENUE","LEXINGTON AVENUE","MARCUS GARVEY BLVD","LEWIS AVE",,,"ADDRESS","Open","03 BROOKLYN","BROOKLYN","1001413","190362","ONLINE","Unspecified","BROOKLYN","40.68915984703903","-73.93811252185847","@{latitude=40.68915984703903; longitude=-73.93811252185847; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085375","2025-12-06T16:37:03.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11209","7606 5 AVENUE","5 AVENUE","76 STREET","77 STREET","76 STREET","77 STREET","ADDRESS","In Progress","10 BROOKLYN","BROOKLYN","977858","168280","MOBILE","Unspecified","BROOKLYN","40.62856395053603","-74.02302776682838","@{latitude=40.62856395053603; longitude=-74.02302776682838; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079445","2025-12-06T16:34:01.000","DOT","Department of Transportation","Broken Parking Meter","Out of Order","Street","10011","7 AVENUE","7 AVENUE","WEST   21 STREET","WEST   22 STREET","WEST   21 STREET","WEST   22 STREET","BLOCKFACE","In Progress","Unspecified MANHATTAN","MANHATTAN","985235","210037","PHONE","Unspecified","MANHATTAN","40.74317959455666","-73.99644534246742","@{latitude=40.74317959455666; longitude=-73.99644534246742; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076555","2025-12-06T16:33:09.000","DOHMH","Department of Health and Mental Hygiene","Food Poisoning","1 or 2","Restaurant/Bar/Deli/Bakery","10467","3549 WEBSTER AVENUE","WEBSTER AVENUE","EAST GUN HILL ROAD","EAST  233 STREET","EAST GUN HILL ROAD","EAST  233 STREET","ADDRESS","In Progress","07 BRONX","BRONX","1019928","259961","ONLINE","Unspecified","BRONX","40.880134992124994","-73.87098034519555","@{latitude=40.880134992124994; longitude=-73.87098034519555; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077988","2025-12-06T16:32:55.000","DOB","Department of Buildings","Elevator","Elevator - Single Device On Property/No Alternate Service",,"11235","2775 EAST   12 STREET","EAST   12 STREET",,,,,"ADDRESS","Open","15 BROOKLYN","BROOKLYN","996114","151870","UNKNOWN","Unspecified","BROOKLYN","40.58351622059898","-73.95728767934483","@{latitude=40.58351622059898; longitude=-73.95728767934483; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075357","2025-12-06T16:32:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"10454","40 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD","ALEXANDER AVE","WILLIS AVE",,,"ADDRESS","Open","01 BRONX","BRONX","1004423","233181","PHONE","Unspecified","BRONX","40.80668082306801","-73.92713042937037","@{latitude=40.80668082306801; longitude=-73.92713042937037; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67074664","2025-12-06T16:31:55.000","DPR","Department of Parks and Recreation","Animal in a Park","Dog Off Leash","Park","11205","100 WASHINGTON PARK","WASHINGTON PARK","MYRTLE AVENUE","WILLOUGHBY AVENUE","MYRTLE AVENUE","WILLOUGHBY AVENUE","ADDRESS","Closed","02 BROOKLYN","BROOKLYN","991541","191573","ONLINE","Unspecified","BROOKLYN","40.692497400764616","-73.9737083167811","@{latitude=40.692497400764616; longitude=-73.9737083167811; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085193","2025-12-06T16:31:26.000","DPR","Department of Parks and Recreation","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","Street","10457","2276 WEBSTER AVENUE","WEBSTER AVENUE","FORD STREET","EAST  183 STREET","FORD STREET","EAST  183 STREET","ADDRESS","In Progress","06 BRONX","BRONX","1013108","251187","PHONE","Unspecified","BRONX","40.85607798776844","-73.89568075529348","@{latitude=40.85607798776844; longitude=-73.89568075529348; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079399","2025-12-06T16:31:00.000","DOT","Department of Transportation","Traffic Signal Condition","APS",,"11204",,,,,"19 AVENUE","53 STREET","INTERSECTION","Open","12 BROOKLYN","BROOKLYN","989528","166855","UNKNOWN","Unspecified","BROOKLYN","40.62465335875158","-73.98098663459571","@{latitude=40.62465335875158; longitude=-73.98098663459571; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083748","2025-12-06T16:29:48.000","DOT","Department of Transportation","Curb Condition","Broken Curb","Sidewalk","11235","2428 EAST   14 STREET","EAST   14 STREET","AVENUE X","AVENUE Y","AVENUE X","AVENUE Y","ADDRESS","In Progress","15 BROOKLYN","BROOKLYN","996485","154728","PHONE","Unspecified","BROOKLYN","40.59136035566958","-73.95594684497622","@{latitude=40.59136035566958; longitude=-73.95594684497622; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078282","2025-12-06T16:29:36.000","DSNY","Department of Sanitation","Dead Animal","Raccoon","Sidewalk","10309","104 BARRY STREET","BARRY STREET","BAR COURT","DEAD END","BAR COURT","DEAD END","ADDRESS","In Progress","03 STATEN ISLAND","STATEN ISLAND","924373","140348","ONLINE","Unspecified","STATEN ISLAND","40.55169638122207","-74.21546444407802","@{latitude=40.55169638122207; longitude=-74.21546444407802; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076575","2025-12-06T16:29:12.000","DOHMH","Department of Health and Mental Hygiene","Food Establishment","Odor","Restaurant/Bar/Deli/Bakery","10022","400 EAST   57 STREET","EAST   57 STREET","1 AVENUE","SUTTON PLACE","1 AVENUE","SUTTON PLACE","ADDRESS","In Progress","06 MANHATTAN","MANHATTAN","994613","215497","MOBILE","Unspecified","MANHATTAN","40.758159897134526","-73.96259370386208","@{latitude=40.758159897134526; longitude=-73.96259370386208; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076556","2025-12-06T16:28:57.000","DPR","Department of Parks and Recreation","Illegal Tree Damage","Branches Damaged","Street","11106","21-50 33 ROAD","33 ROAD","23 STREET","CRESCENT STREET","23 STREET","CRESCENT STREET","ADDRESS","In Progress","01 QUEENS","QUEENS","1003365","217304","MOBILE","Unspecified","QUEENS","40.763105057316956","-73.93099734717943","@{latitude=40.763105057316956; longitude=-73.93099734717943; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075255","2025-12-06T16:27:44.000","DSNY","Department of Sanitation","Obstruction","Merchandise","Sidewalk","10028","1 AVENUE","1 AVENUE","EAST   86 STREET","EAST   87 STREET","EAST   86 STREET","EAST   87 STREET","BLOCKFACE","Closed","Unspecified MANHATTAN","MANHATTAN",,,"PHONE","Unspecified","MANHATTAN",,,
"67076788","2025-12-06T16:27:09.000","DSNY","Department of Sanitation","Obstruction","Cone","Street","11226","79 EAST   18 STREET","EAST   18 STREET","CHURCH AVENUE","TENNIS COURT","CHURCH AVENUE","TENNIS COURT","ADDRESS","In Progress","14 BROOKLYN","BROOKLYN","994511","175807","ONLINE","Unspecified","BROOKLYN","40.6492203184035","-73.96302235997081","@{latitude=40.6492203184035; longitude=-73.96302235997081; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67074666","2025-12-06T16:26:04.000","DPR","Department of Parks and Recreation","Animal in a Park","Domestic Strays","Park","10464","PELHAM BAY PARK","PELHAM BAY PARK",,"PARK DRIVE",,"PARK DRIVE","PLACE","Closed","28 BRONX","BRONX","1036955","255379","UNKNOWN","Unspecified","BRONX","40.86747358275403","-73.8094430998493","@{latitude=40.86747358275403; longitude=-73.8094430998493; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073905","2025-12-06T16:26:00.000","DEP","Department of Environmental Protection","Noise","Noise: air condition/ventilation equipment (NV1)",,"10462","1605 METROPOLITAN AVENUE","METROPOLITAN AVENUE","RED OAK DR","LINDEN DR",,,"ADDRESS","Open","09 BRONX","BRONX","1024034","245470","ONLINE","Unspecified","BRONX","40.84034405648309","-73.85621816661317","@{latitude=40.84034405648309; longitude=-73.85621816661317; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
